,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_002616,18,32,42,38,67,50,32,76,45,86
FUN_002615,211,298,227,217,616,514,440,731,575,618
FUN_002614,0,0,0,0,0,0,0,0,0,0
FUN_011107,203,380,186,245,414,328,261,349,353,398
FUN_011106,0,0,0,0,0,0,0,0,0,0
FUN_011105,0,0,0,0,0,0,0,0,0,0
FUN_011104,0,0,0,0,0,0,0,0,0,0
FUN_011103,20,19,11,17,21,8,17,22,18,31
FUN_011102,338,499,287,452,715,551,443,641,553,891
FUN_011101,0,96,8,0,28,15,0,20,28,48
FUN_011100,192,210,146,154,610,302,232,597,425,656
FUN_011109,39,60,63,24,118,54,27,197,63,155
FUN_011108,0,2,0,3,9,3,0,0,5,4
FUN_012894,836,685,484,226,1164,568,601,614,530,1030
FUN_010008,55,49,70,112,20,39,122,15,6,14
FUN_000750,0,0,0,0,0,0,0,0,0,0
FUN_000751,734,1028,502,737,1776,1454,1094,1832,1548,2166
FUN_000752,0,0,0,0,0,0,0,0,0,0
FUN_000753,0,0,0,0,0,0,0,0,0,0
FUN_000754,15,32,11,14,26,24,11,31,51,41
FUN_000755,0,0,0,0,0,0,0,0,0,0
FUN_000756,0,0,0,0,0,0,0,0,0,0
FUN_000757,0,0,0,3,3,3,0,0,3,5
FUN_000758,54,75,60,47,89,59,56,76,51,91
FUN_000759,0,0,0,0,2,8,0,4,5,8
FUN_012744,516,649,351,410,702,508,476,552,452,836
FUN_012745,34,28,84,51,25,46,36,26,26,22
FUN_006978,333,488,404,389,486,529,461,367,302,760
FUN_012747,0,0,0,0,0,1,0,0,0,0
FUN_012740,0,3,1,2,7,0,4,1,1,6
FUN_012741,350,576,356,377,1094,925,830,950,940,1216
FUN_029461,1213,3936,1727,1136,3232,3819,1812,5590,3877,6030
FUN_012743,214,274,217,240,438,262,304,329,362,465
FUN_006972,0,0,0,0,0,0,0,0,0,0
FUN_006973,0,1,0,0,4,3,0,3,0,0
FUN_006970,874,771,690,671,258,332,710,7,16,349
FUN_006971,485,803,707,608,745,500,589,754,612,885
FUN_012748,815,1097,1008,875,1678,1440,1156,1614,1292,1826
FUN_006977,26,43,46,50,50,37,28,37,37,55
FUN_029469,40,29,34,27,49,37,38,37,47,52
FUN_006975,1,2,1,0,0,2,1,2,1,1
FUN_016454,1,1,0,2,1,0,0,0,0,0
FUN_016455,0,38,15,19,32,17,6,16,16,20
FUN_016456,0,1,0,0,0,0,0,0,0,0
FUN_016457,0,0,0,1,0,0,0,0,0,3
FUN_016450,803,1285,1039,1059,1785,1379,1129,1640,1481,2097
FUN_016451,16,22,9,0,15,13,9,16,21,24
FUN_016452,80,139,28,64,125,64,131,121,112,134
FUN_016453,16,16,0,11,22,9,18,12,12,16
FUN_016458,1,2,0,2,1,1,0,2,2,2
FUN_016459,195,205,264,276,387,348,166,290,192,247
FUN_003221,0,0,0,0,0,0,0,0,0,0
FUN_003220,557,781,741,516,1066,968,725,1138,932,1409
FUN_003223,0,0,3,0,3,0,8,0,0,8
FUN_003222,0,4,8,6,0,36,0,6,0,8
FUN_003225,0,0,0,0,0,0,0,0,0,0
FUN_003224,297,476,171,395,615,479,535,483,517,690
FUN_003227,0,0,0,0,0,0,0,0,0,0
FUN_003226,0,0,0,0,0,0,0,0,0,0
FUN_003229,18,35,45,46,64,56,41,71,49,82
FUN_003228,38,46,26,30,104,70,54,97,84,107
FUN_028734,0,0,0,0,0,0,0,0,0,0
FUN_028735,0,0,0,0,0,7,0,0,5,0
FUN_028736,25,33,7,20,199,270,226,374,352,472
FUN_028737,395,585,614,480,1016,880,327,953,808,1002
FUN_028730,0,0,0,0,0,0,0,0,0,0
FUN_028731,73,108,97,112,106,110,112,89,119,233
FUN_028732,0,0,1,0,2,1,0,0,0,1
FUN_028733,15,23,27,27,59,37,16,49,58,83
FUN_010518,210,217,183,122,121,59,129,0,0,68
FUN_028738,295,142,222,194,85,136,273,67,0,46
FUN_028739,0,0,0,0,0,0,0,0,1,2
FUN_003029,58,90,29,44,83,53,69,71,64,97
FUN_010514,248,277,369,316,603,488,265,572,553,700
FUN_009344,0,0,0,1,0,0,0,0,0,0
FUN_009345,48,43,56,58,74,50,52,77,65,68
FUN_009346,155,184,183,174,255,228,183,256,235,341
FUN_009347,0,4,3,0,0,0,0,0,0,2
FUN_009340,22,34,37,42,65,29,32,60,42,65
FUN_009341,0,0,0,0,0,0,0,0,0,0
FUN_009342,0,0,0,0,0,12,0,0,0,0
FUN_009343,0,0,0,0,0,0,0,0,0,0
FUN_009348,557,606,608,467,934,646,679,947,743,1056
FUN_009349,323,432,154,365,650,481,615,715,535,891
FUN_022679,4177,5214,7270,5369,5676,4738,4311,5503,4374,5739
FUN_022678,813,1229,1160,1045,2178,1674,1377,2165,1765,2479
FUN_022673,0,0,0,0,0,0,0,0,0,0
FUN_022672,278,457,333,298,562,554,363,944,583,857
FUN_022671,898,7348,7453,4621,791,1625,3022,1319,1274,1076
FUN_022670,8,22,24,12,84,105,204,106,102,127
FUN_022677,15,16,5,8,12,2,15,8,5,14
FUN_022676,314,599,403,278,1128,1107,438,1694,1309,1746
FUN_022675,0,0,0,0,0,0,0,0,0,0
FUN_022674,0,0,0,0,0,0,0,0,2,0
FUN_010078,316,331,439,386,595,405,377,571,467,632
FUN_010079,884,1222,1085,1036,1556,1190,1176,1408,1031,1719
FUN_010074,336,640,707,427,920,820,543,852,716,974
FUN_010075,411,821,457,486,2911,962,324,1487,1226,1939
FUN_010076,40,86,56,116,80,88,49,38,20,102
FUN_010077,1,15,8,14,5,12,9,0,2,11
FUN_010070,0,0,0,0,0,0,0,0,0,0
FUN_010071,0,0,0,0,0,0,0,0,0,3
FUN_010072,174,300,383,311,499,436,277,546,384,593
FUN_010073,0,32,13,13,4635,7580,5044,8262,9709,9015
FUN_009838,642,820,842,874,1331,1023,940,1232,992,1478
FUN_009839,1049,1047,779,720,3665,2911,2070,3793,3147,4057
FUN_009832,0,0,0,0,0,0,0,0,0,0
FUN_009833,0,0,0,0,0,0,0,0,0,0
FUN_009830,0,0,0,0,0,0,0,0,0,0
FUN_009831,0,0,0,0,0,0,0,0,0,0
FUN_009836,53,76,85,121,154,94,67,186,112,168
FUN_009837,619,1057,1184,1095,805,793,683,834,987,1300
FUN_009834,179,267,303,276,533,356,232,461,328,431
FUN_009835,162,223,239,212,236,188,202,176,242,288
FUN_024538,0,0,0,0,0,0,0,0,0,0
FUN_024539,0,0,0,0,0,0,0,0,0,0
FUN_008127,0,0,0,0,0,0,0,0,0,0
FUN_008126,2,3,3,0,2,5,9,2,7,7
FUN_008125,1559,1391,1490,820,2503,1704,1427,1700,2608,2736
FUN_008124,20,40,33,41,109,81,70,101,80,80
FUN_024532,457,737,352,513,831,814,541,681,793,1027
FUN_008122,0,3,0,0,0,11,0,13,0,0
FUN_024530,48,28,42,0,10,17,34,0,0,22
FUN_024531,0,0,2,0,0,0,0,0,0,0
FUN_015169,68,135,81,86,397,470,147,587,500,661
FUN_015168,0,0,0,0,0,0,0,0,0,0
FUN_015165,0,0,0,0,0,0,0,0,0,0
FUN_015164,0,0,3,4,5,0,2,4,5,3
FUN_015167,690,1163,457,643,950,1059,768,1018,830,1356
FUN_015166,5,0,2,5,5,6,8,3,2,7
FUN_015161,53,58,45,79,100,91,89,114,133,165
FUN_015160,172,251,245,195,615,444,293,603,490,687
FUN_015163,0,38,19,30,2363,2347,3413,3209,3173,3967
FUN_015162,974,1174,700,1161,2189,1971,1574,1127,1412,1826
FUN_024280,277,588,385,504,323,367,339,246,291,422
FUN_024281,226,323,344,227,496,404,343,493,366,545
FUN_024282,809,649,661,874,654,631,1106,535,325,669
FUN_024283,30,111,57,97,46,47,39,54,46,72
FUN_024284,11,42,25,55,1526,2796,343,3623,3248,2978
FUN_024285,0,0,0,0,0,0,0,0,0,0
FUN_024286,532,849,566,730,840,771,564,491,602,1017
FUN_024287,159,249,27,166,349,276,232,342,416,531
FUN_024288,2,5,0,0,4,4,2,4,2,0
FUN_024289,0,0,2,0,0,4,0,0,2,0
FUN_010200,235,273,252,213,518,285,336,481,423,690
FUN_013868,0,0,0,2,2,0,0,0,0,0
FUN_013869,24,49,16,53,73,42,59,72,53,78
FUN_019808,0,0,0,7,0,0,0,0,0,5
FUN_019809,4,5,4,3,20,14,6,17,6,24
FUN_019806,590,936,800,720,1801,1432,1485,1756,1502,1968
FUN_013863,0,0,0,0,0,0,0,0,0,0
FUN_019804,0,0,0,23,0,0,10,0,0,0
FUN_013861,0,0,0,1,0,0,1,0,0,0
FUN_019802,0,0,0,0,0,0,0,0,0,0
FUN_013867,7,16,0,7,25,14,18,10,7,27
FUN_013864,679,683,749,555,1167,966,573,864,722,1138
FUN_013865,0,0,0,0,1,0,0,0,0,0
FUN_023043,105,295,216,171,116,104,136,99,105,124
FUN_015833,0,0,0,1,0,0,2,0,0,0
FUN_015832,0,0,0,0,0,0,0,0,0,0
FUN_015831,67,109,85,83,263,166,93,278,299,251
FUN_015830,346,421,452,388,552,415,374,638,460,677
FUN_015837,959,1508,1538,1250,1749,1171,1080,1569,1340,1740
FUN_015836,1954,2609,3020,2775,4074,3305,2777,4087,3364,4350
FUN_015835,1168,1508,2293,1652,2303,1670,1462,2434,1960,2374
FUN_015834,554,752,473,481,1050,920,670,773,770,1122
FUN_015839,466,948,946,945,1173,1114,751,1089,896,1448
FUN_015838,161,233,226,181,347,303,212,357,318,419
FUN_027160,50,56,50,44,99,91,40,126,71,96
FUN_027161,475,681,671,649,1036,902,592,919,816,1040
FUN_017091,0,0,0,0,0,0,0,0,3,0
FUN_027163,258,368,417,310,620,474,362,485,415,600
FUN_017097,0,0,0,9,0,0,0,0,0,0
FUN_017096,559,435,339,178,183,60,193,10,15,302
FUN_027166,0,0,0,0,0,0,0,0,0,7
FUN_027167,0,0,0,0,0,0,0,0,0,0
FUN_027168,0,0,0,0,0,2,0,0,0,2
FUN_027169,263,368,388,468,599,507,332,590,405,801
FUN_017099,13,16,0,0,28,23,22,29,29,34
FUN_017098,1608,1792,612,925,2775,1581,1399,1945,2005,2599
FUN_017545,0,0,0,1,0,0,0,0,0,2
FUN_017544,3,2,2,0,2,0,0,1,0,0
FUN_017547,224,243,320,292,472,358,228,514,398,467
FUN_017546,8,21,8,16,14,10,16,18,15,29
FUN_017541,417,543,626,526,1132,905,655,1022,805,1145
FUN_017540,18,86,52,35,34,41,34,32,37,61
FUN_017543,2147,3156,1506,2100,5028,3681,2679,5811,3422,6111
FUN_017542,10,18,11,13,19,18,21,13,14,23
FUN_017549,133,237,173,137,383,293,216,364,293,380
FUN_017548,0,30,29,10,9,0,10,20,32,13
FUN_023263,12,18,2,11,24,10,23,45,23,36
FUN_023262,0,0,0,0,6,0,4,6,0,5
FUN_023261,35,77,43,23,86,45,51,101,94,112
FUN_023260,0,0,0,0,0,0,0,0,0,0
FUN_023267,29,43,32,40,67,61,69,36,41,84
FUN_023266,221,302,378,304,559,449,287,536,420,667
FUN_023265,2159,3858,1933,1722,2102,1443,2750,4176,2044,3378
FUN_023264,157,156,231,170,297,216,188,296,215,345
FUN_023269,50,89,75,36,1846,3423,1623,3600,4384,4138
FUN_023268,0,0,0,2,7,0,0,0,0,0
FUN_014018,363,414,481,367,626,533,502,677,492,728
FUN_014019,228,290,224,356,925,849,666,984,795,1153
FUN_014012,5,0,0,0,6,7,0,4,0,5
FUN_014013,0,0,0,0,0,0,0,0,0,0
FUN_014010,1857,2556,1740,1989,3427,2396,2382,3171,2584,3803
FUN_014011,16,31,10,18,31,28,18,13,10,45
FUN_014016,14,9,4,5,17,11,26,15,0,24
FUN_014017,37,29,21,19,119,89,37,81,74,93
FUN_014014,0,0,0,0,0,0,0,0,0,0
FUN_014015,0,0,0,0,0,0,0,0,0,0
FUN_000035,206,213,89,151,240,158,157,234,241,292
FUN_018816,387,501,239,272,1249,925,345,1253,959,1520
FUN_018817,1217,1823,1722,1903,3560,2618,2107,3783,3048,3737
FUN_018814,0,0,0,0,0,0,0,0,0,0
FUN_018815,0,0,0,0,0,0,0,0,0,0
FUN_018812,12,25,20,19,7,0,5,5,5,0
FUN_018813,0,0,0,0,0,0,0,0,0,0
FUN_018810,29,36,48,20,33,30,19,32,19,41
FUN_018811,0,0,0,4,0,3,11,12,0,18
FUN_018818,0,0,0,0,10,0,0,0,0,0
FUN_018819,10,12,12,3,17,23,30,33,36,51
FUN_030298,53,108,128,123,93,84,94,67,84,104
FUN_030299,0,7,4,2,5,4,0,0,6,2
FUN_030296,2,2,4,1,0,0,3,2,0,2
FUN_030297,17,27,29,27,24,14,28,8,14,25
FUN_030294,30,37,21,13,66,59,25,64,64,90
FUN_030295,206,282,225,302,373,248,280,299,336,432
FUN_030292,6,6,18,0,9,7,6,5,5,14
FUN_030293,33,86,44,49,116,101,66,168,162,122
FUN_030290,2,3,4,9,1,0,1,0,15,6
FUN_021131,0,0,0,0,0,0,0,0,0,0
FUN_013853,0,0,0,0,0,0,0,0,0,0
FUN_021133,275,321,305,360,476,361,335,424,340,616
FUN_021132,253,598,296,399,693,634,510,500,395,963
FUN_021135,946,1567,1772,1518,1734,1420,1147,1282,1133,1647
FUN_021134,233,358,249,247,576,446,358,447,426,713
FUN_021137,1438,2086,2335,2212,3052,2451,1975,2883,2343,3241
FUN_014800,0,0,0,0,0,0,0,0,0,0
FUN_021139,1614,2294,1930,1964,3428,2480,2241,3126,2544,4009
FUN_021138,0,0,0,0,0,0,0,0,0,0
FUN_019835,7,9,14,18,38,22,17,21,15,37
FUN_019834,2,0,0,0,2,0,0,0,0,0
FUN_014805,17,17,9,27,26,46,23,25,39,56
FUN_005335,0,0,0,0,0,0,0,0,0,2
FUN_013856,10,32,4,14,30,41,21,21,34,60
FUN_019831,5,19,9,8,17,10,11,14,15,23
FUN_019294,484,571,450,404,499,309,510,373,399,522
FUN_014504,3,4,0,0,5,8,0,14,10,10
FUN_014505,1,0,0,0,0,1,0,0,0,0
FUN_022240,0,0,0,0,0,0,0,0,0,2
FUN_013734,3,0,0,3,7,2,8,0,0,0
FUN_013735,800,785,783,787,1220,934,604,942,795,1335
FUN_013732,38,48,63,53,96,77,56,92,83,90
FUN_014501,0,0,0,0,0,0,0,0,0,0
FUN_030438,22,28,23,21,30,20,28,25,23,30
FUN_030439,41,61,44,26,98,72,26,117,93,112
FUN_014502,0,0,0,0,0,0,4,0,0,13
FUN_022241,0,0,0,0,2,14,5,0,5,8
FUN_030432,7,17,14,3,10,6,10,4,4,7
FUN_030433,57,114,82,77,11,52,51,0,4,27
FUN_030430,12280,15953,20533,17420,23628,19074,15448,21949,17554,22467
FUN_030431,104,107,95,86,209,182,128,266,173,237
FUN_030436,11,11,5,0,59,50,21,54,61,62
FUN_030437,0,0,0,0,0,0,0,0,0,0
FUN_030434,0,15,16,16,5,0,0,0,0,0
FUN_030435,27,22,34,26,49,25,24,32,26,23
FUN_004929,923,1240,945,887,1549,1351,1209,1455,1436,1911
FUN_004928,0,1,3,2,0,0,4,3,0,0
FUN_004923,4003,4989,5826,5782,9311,7188,6364,9123,7253,9148
FUN_004922,5,2,4,8,7,4,3,3,2,5
FUN_004921,0,0,0,0,0,0,0,0,0,0
FUN_004920,8,8,4,8,20,21,12,8,16,18
FUN_004927,81,111,41,86,99,128,97,82,97,102
FUN_004926,0,0,0,0,0,0,0,0,0,0
FUN_004925,0,0,0,0,0,10,3,0,0,4
FUN_004924,3,4,4,0,5,2,2,4,0,0
FUN_020778,6,24,3,8,8,9,6,12,0,27
FUN_020779,0,0,0,0,0,0,0,0,0,2
FUN_020770,181,189,116,162,847,354,223,534,535,784
FUN_020771,2,5,5,0,7,0,0,0,3,9
FUN_020772,13,7,0,4,11,0,0,0,7,6
FUN_020773,0,0,0,0,0,0,0,0,0,0
FUN_020774,3056,3351,3890,5036,185,2597,2544,60,27,40
FUN_020775,12,16,17,12,41,20,49,46,30,43
FUN_020776,0,0,0,0,4,0,0,0,0,0
FUN_024598,0,0,0,0,0,0,0,0,0,0
FUN_008148,60,69,73,67,210,148,122,141,134,204
FUN_007154,448,675,518,503,907,733,558,768,667,1059
FUN_008141,18,35,32,20,40,23,19,33,19,37
FUN_024591,915,1334,1461,1172,2992,1825,1421,3060,1702,2598
FUN_024592,2,4,7,4,9,18,7,4,8,8
FUN_000130,8,33,10,39,38,13,16,21,16,45
FUN_000131,87,123,148,103,182,165,94,165,167,248
FUN_000132,24,25,22,35,45,26,24,47,34,56
FUN_000133,0,0,0,0,0,0,0,0,0,0
FUN_005326,0,0,0,0,0,0,0,0,0,0
FUN_000135,6,2,0,1,3,4,1,2,4,2
FUN_005324,165,214,178,253,508,312,359,546,465,590
FUN_000137,0,0,0,0,0,0,0,0,0,2
FUN_000138,0,0,0,0,0,0,0,0,0,0
FUN_024594,8,3,2,8,21,16,5,5,6,25
FUN_005328,246,386,342,277,597,400,238,359,306,552
FUN_005329,0,8,0,0,0,0,2,9,0,3
FUN_008144,22,26,22,23,34,68,16,91,49,99
FUN_029492,37,38,27,32,79,47,39,53,31,82
FUN_024596,195,266,197,179,452,378,240,513,367,464
FUN_000830,0,0,0,0,0,0,0,0,0,0
FUN_008146,3,2,5,6,7,8,5,12,8,7
FUN_000833,0,0,0,0,0,0,0,0,0,0
FUN_007782,83,83,70,82,126,87,107,127,74,156
FUN_007783,307,411,134,324,536,403,459,464,514,544
FUN_007780,0,0,0,5,13,4,0,7,6,12
FUN_029491,258,341,322,352,407,355,304,320,297,447
FUN_007786,0,0,0,0,0,0,0,0,0,0
FUN_007787,16,31,5,22,18,7,31,8,4,12
FUN_007784,53,80,78,91,489,178,53,631,331,322
FUN_007785,153,218,192,176,346,243,180,351,287,352
FUN_029496,25,52,14,42,65,55,50,59,34,53
FUN_007788,8247,11698,9679,13517,22781,17820,11977,24720,18371,25025
FUN_007789,0,0,0,0,0,0,0,0,0,0
FUN_029497,156,210,145,168,336,342,241,375,293,451
FUN_027209,2,10,6,7,6,5,7,10,8,13
FUN_029494,4567,5174,4607,2812,1296,1300,4550,1072,3435,1819
FUN_027201,4,7,8,4,11,10,6,8,15,20
FUN_027200,589,932,536,625,1590,772,598,917,773,1189
FUN_027203,0,0,0,0,198,748,4731,681,444,636
FUN_027202,0,0,0,0,0,0,0,0,0,0
FUN_027205,24,36,42,22,72,33,17,41,43,58
FUN_027204,0,3,0,0,7,6,6,13,14,31
FUN_027207,489,964,580,611,857,565,726,699,833,952
FUN_027206,889,774,816,703,230,380,823,51,55,175
FUN_023600,77,116,49,70,106,83,112,123,104,144
FUN_006789,14,0,24,20,27,27,30,31,27,62
FUN_006788,0,0,0,0,0,0,0,0,0,0
FUN_008329,0,0,0,0,0,0,0,0,0,0
FUN_008328,284,329,173,298,685,533,398,1554,538,1165
FUN_008325,526,539,537,40,2836,794,22,2115,1715,2377
FUN_008324,53,516,227,462,22,88,184,41,39,36
FUN_008327,536,684,792,708,974,734,529,687,528,1003
FUN_008326,0,0,0,0,0,0,0,0,0,0
FUN_006785,959,1377,1175,1072,940,773,778,664,570,899
FUN_006784,0,0,0,3,0,0,5,2,1,0
FUN_006787,0,0,0,8,11,19,6,14,14,16
FUN_008322,0,0,0,0,0,0,0,0,0,4
FUN_016948,194,252,226,235,478,336,390,532,382,518
FUN_016949,2097,1819,1738,1907,195,298,2466,53,37,383
FUN_016946,174,241,220,191,330,252,239,327,256,357
FUN_016947,0,0,0,0,0,0,0,0,0,0
FUN_016944,326,443,418,396,790,648,420,636,518,821
FUN_016945,0,0,0,0,0,0,0,0,0,0
FUN_016942,0,9,8,6,0,10,16,3,0,0
FUN_016943,1090,1335,1105,1240,1943,1446,1409,1796,1605,2198
FUN_016940,984,1341,1422,1416,2452,1769,1306,2192,1574,2283
FUN_016941,14547,10581,19834,1952,40803,25720,5472,34294,38129,40572
FUN_003441,0,2,0,0,5,5,0,3,0,0
FUN_003440,28,27,31,34,41,18,32,26,61,26
FUN_003443,2770,3622,1356,593,10986,6730,5889,7558,6797,8811
FUN_004490,0,0,0,0,0,0,0,0,0,0
FUN_004497,0,0,0,0,0,0,0,0,0,0
FUN_003444,0,0,0,0,0,0,0,0,0,0
FUN_003447,0,2,0,0,0,0,0,0,0,0
FUN_003446,0,0,0,0,0,0,0,0,0,0
FUN_003449,19,32,13,19,163,36,16,46,34,73
FUN_004499,0,11,0,0,18,7,0,0,7,7
FUN_004498,0,0,0,0,0,0,0,0,0,0
FUN_006433,8,5,0,0,6,7,5,7,9,12
FUN_006432,24,21,22,16,45,59,22,22,31,53
FUN_008495,0,0,0,0,0,0,0,0,0,0
FUN_006430,102,108,36,101,157,86,130,142,109,147
FUN_008493,0,0,0,0,0,0,0,0,0,0
FUN_008492,1,2,5,3,3,2,2,2,0,1
FUN_008491,138,128,166,81,322,272,357,317,346,398
FUN_008490,52,66,65,58,76,60,44,61,66,102
FUN_006439,166,249,87,204,342,244,185,270,260,382
FUN_006438,158,314,177,402,524,557,473,506,412,563
FUN_008499,166,219,251,224,435,381,269,439,341,490
FUN_008498,68,99,97,134,224,127,120,226,139,206
FUN_023604,60,75,88,53,189,165,92,259,180,221
FUN_010467,8,6,4,14,13,18,8,6,7,14
FUN_010466,0,0,0,0,0,0,0,0,0,0
FUN_004147,0,0,0,0,0,0,0,0,0,0
FUN_004146,4,10,5,7,6,2,0,9,9,8
FUN_004141,0,0,11,12,15,0,0,15,13,10
FUN_004140,2317,3380,4662,3015,5947,3947,3452,5482,4074,6023
FUN_004143,3,10,14,7,7,8,3,3,3,10
FUN_010460,0,0,0,0,0,0,0,0,0,0
FUN_004149,0,0,0,0,0,0,0,0,0,0
FUN_004148,0,0,0,0,0,0,0,0,0,0
FUN_010469,23,57,45,60,40,35,54,20,72,55
FUN_010468,306,471,222,276,658,517,391,609,574,973
FUN_002796,2,6,4,3,0,4,0,3,3,4
FUN_002797,125,216,135,160,265,149,215,167,207,363
FUN_002794,0,23,7,16,0,15,31,14,12,0
FUN_002795,0,1,0,0,0,0,2,0,0,0
FUN_002792,0,0,0,0,0,0,0,0,0,0
FUN_002793,122,271,252,199,317,252,162,231,255,389
FUN_002790,10,2,48,8,2612,834,9,6,3,4500
FUN_002791,0,0,0,0,0,0,0,0,4,7
FUN_002798,14,21,0,17,275,140,40,139,120,251
FUN_002799,97,882,561,493,35,60,153,14,23,28
FUN_000236,35,45,32,31,13,12,28,5,0,5
FUN_002428,152,212,160,168,134,110,184,161,92,136
FUN_002429,83,118,46,10,905,656,241,830,801,1064
FUN_002420,54,115,110,89,163,123,77,169,133,194
FUN_002421,638,874,511,681,825,781,807,823,755,1060
FUN_002422,96,123,130,153,331,173,169,253,214,344
FUN_002423,35,71,32,72,57,68,35,71,56,90
FUN_000235,0,6,11,5,5,6,2,8,7,6
FUN_002425,1194,1634,849,1204,1637,1185,1335,1299,1383,1946
FUN_002426,54,109,15,75,143,120,87,149,120,182
FUN_002427,14,16,14,12,23,15,11,17,12,24
FUN_011734,238,435,349,240,1559,1908,1223,1855,1432,1983
FUN_011735,138,274,238,129,482,342,201,703,413,798
FUN_011736,639,880,585,659,2155,1499,979,1970,1737,2174
FUN_011737,40,113,66,51,166,209,67,235,218,284
FUN_011730,2,1,1,0,1,1,1,1,0,1
FUN_011731,30,35,10,20,13,19,17,12,42,35
FUN_011732,775,1288,1145,894,888,856,871,710,821,1017
FUN_000498,2,0,0,2,7,6,10,12,5,17
FUN_000497,0,0,0,0,0,0,0,0,0,0
FUN_000496,0,0,0,0,0,0,0,0,0,0
FUN_000495,2,0,0,2,3,0,0,0,1,6
FUN_000494,0,0,2,0,1,0,1,0,0,0
FUN_000493,0,0,0,0,0,0,0,0,0,0
FUN_011739,0,0,0,0,0,0,0,0,0,0
FUN_000491,0,0,0,0,0,0,0,0,0,0
FUN_000490,0,0,0,0,0,0,0,0,0,0
FUN_000233,0,0,0,0,0,2,0,0,0,0
FUN_029342,53,60,33,51,122,53,71,121,127,119
FUN_029343,157,153,148,157,301,232,174,334,234,290
FUN_029340,1411,1687,1675,2271,2553,2149,2242,2997,2128,2886
FUN_029341,0,0,0,0,8,0,4,0,6,0
FUN_029346,62,123,122,99,138,149,109,75,135,184
FUN_029347,84,141,72,101,117,76,74,114,222,185
FUN_029344,35,27,51,34,77,73,47,65,85,101
FUN_029345,10,19,13,15,30,25,16,32,18,29
FUN_029348,367,359,413,336,794,666,383,801,603,846
FUN_029349,455,352,101,213,2133,1658,819,3271,1504,3310
FUN_000232,0,0,0,0,0,0,0,0,0,0
FUN_027822,24,33,15,20,37,25,40,31,37,40
FUN_000231,5,10,5,44,2,5,20,0,0,4
FUN_029694,482,615,645,573,893,840,673,902,810,1082
FUN_029695,0,0,0,0,6,0,0,3,0,0
FUN_029696,0,50,38,49,12,6,67,24,7,16
FUN_029697,38,112,11,81,100,80,129,102,81,106
FUN_029690,0,0,0,0,0,0,0,0,0,0
FUN_029691,176,205,160,162,372,289,206,569,373,424
FUN_029692,319,502,328,322,717,618,414,723,653,931
FUN_029693,0,0,0,0,0,0,0,0,0,16
FUN_029698,71,82,51,73,120,140,101,92,107,118
FUN_029699,171,256,295,199,381,352,218,353,326,349
FUN_000230,0,0,0,0,0,0,0,0,0,0
FUN_013468,11,10,7,7,16,13,13,4,34,32
FUN_013469,0,0,0,0,0,5,0,0,0,0
FUN_013466,0,0,0,0,0,0,0,0,1,0
FUN_013467,15,27,16,22,37,27,20,34,23,26
FUN_013464,112,120,189,104,216,186,109,153,159,222
FUN_013465,3307,3071,2433,1418,188,972,3185,112,62,75
FUN_013462,0,0,0,0,0,0,0,0,0,0
FUN_013463,77,138,95,127,220,197,157,244,218,252
FUN_013460,4,3,6,5,5,6,9,8,14,3
FUN_013461,3582,5435,4531,5006,8717,7134,5589,8453,6674,8838
FUN_015709,0,0,1,0,2,0,0,2,0,2
FUN_015708,21,11,13,20,26,25,21,23,21,32
FUN_015705,0,3,2,0,3,3,0,4,0,2
FUN_015707,528,732,654,672,1384,1175,809,1375,1125,1548
FUN_015706,0,0,1,0,0,0,0,1,0,0
FUN_015701,138,259,121,174,186,166,200,124,199,216
FUN_015700,0,0,0,0,1,0,1,0,0,0
FUN_015703,227,324,278,213,852,685,506,801,748,917
FUN_015702,4,7,11,19,10,6,5,6,14,6
FUN_016179,505,931,312,72,6188,2113,259,4682,3836,4986
FUN_016178,96,114,88,82,237,194,136,197,187,241
FUN_016177,1880,2524,2602,2558,4969,4039,3485,5655,3961,5462
FUN_016176,0,0,0,0,0,0,0,0,0,0
FUN_016175,228,400,172,233,1106,452,267,411,345,599
FUN_016174,0,0,0,0,0,0,0,0,0,0
FUN_016173,0,2,0,1,1,0,1,0,0,2
FUN_016172,78,123,109,114,122,176,77,111,91,182
FUN_016171,4,10,11,8,26,61,74,42,44,55
FUN_016170,3,2,5,3,3,0,0,10,7,6
FUN_023061,54,149,158,173,102,69,96,79,57,90
FUN_023060,5,8,0,6,9,10,13,6,0,16
FUN_023063,1546,2078,1496,2097,2913,2228,1983,3177,2552,3270
FUN_023062,13,15,15,17,27,26,16,22,20,27
FUN_023065,363,298,392,229,469,290,253,272,237,331
FUN_023064,411,582,362,473,1231,890,659,1251,913,1545
FUN_023067,0,0,0,0,0,0,0,0,0,0
FUN_023066,82,305,169,93,252,154,74,231,202,314
FUN_023069,1,2,4,0,7,2,2,5,10,17
FUN_023068,33,56,34,54,69,86,57,63,71,118
FUN_008868,278,413,408,365,626,447,432,529,515,646
FUN_008869,10,18,9,13,17,25,7,7,14,35
FUN_008866,1047,1586,1255,1716,2531,1761,1758,2701,1769,2507
FUN_008867,0,0,0,0,0,0,0,0,0,0
FUN_008864,32,66,59,71,145,105,37,81,84,150
